,Start_Dt,End_Dt,count,Start_Price,End_Price,Price_Change,Price_Change_Pct,Time_Change,Page_Link,1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text
282,2017-07-05,2017-07-05,1,439000,439000,0,0.0,0.0,http://www.har.com/1337-w-24th/sale_36134459,,17X16,,13X11,,11X11,,,Automatic Gate,1337 W 24th,,No,2.15,2.85,,,,,,,,,,3 Full  & 1Half Bath(s),,3 - 4 Bedroom(s),,"2,848265(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Granite,Harris County,77008.0,,11x111,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER, Tankless/On-Demand H2O Heater","Patio/Deck, Controlled Subdivision Access, Sprinkler System","Wood, Stucco",,,"Cash Sale, Conventional",,"Tile, Stone, Wood, Carpet",,Pier & Beam,West,17x13,,"Auto Driveway Gate, Auto Garage Door Opener",2 / Attached,Yes,"Central Gas, Zoned",,,,,,452T,13X11,LT 6 BLK 1 SHADY ACRES COURTYARD HOMES,Exclusive Right to Sell/Lease,449900.0,For Sale,19x15,,"Subdivision Lot, Patio Lot","2,279 Sqft.212(m_)  /Appraisal District",36134459 (HAR),,$ 1750 / ANNUALLY,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower",,"$336,743",,"7,685",$167.83,"1,368",1950.0,Yes,,,,$188 - $529 K,,No/$0,,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Formal Dining, Formal Living, Gameroom Up, Kitchen/Dining Combo,",449,TX,,3,,Traditional,Shady Acres Courtyard Homes View subdivision price trend,SHADY ACRES,2.5285599999999997,"$12,052/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,7X6,,,"Public Sewer, Public Water",2012   / Appraisal District,77008.0,5933372ee2bac83b34e52fe9,,,
283,2017-08-01,2017-08-01,1,399999,399999,0,0.0,0.0,http://www.har.com/1339b-prince-st/sale_29078928,,13x18,,10x14,,10x11,,,,1339B Prince St,,,2.56,3.1,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,150200(m_)  /Appraisal District",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77008.0,,11x16,Yes,Yes,"Attic Fan, Insulated/Low-E windows, Ceiling Fans, Insulation - Batt","Patio/Deck, Sprinkler System, Back Yard",Stucco,,,"Cash Sale, Conventional",1 / Gas Connections,"Tile, Stone, Wood, Carpet",,Slab,,,,,2 / Attached,No,Central Gas,,,,,"Alarm System - Owned, High Ceiling, Island Kitchen",,10x16,Lot 913 blk 1,Exclusive Agency to Sell/Lease,409000.0,For Sale,17x20,,Patio Lot,"2,500 Sqft.232(m_)  /Appraisal District",29078928 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Tub with Shower",,"$488,398",,"6,600",$259.55,"1,908",1935.0,Yes,,,,$284 - $900 K,,No/$0,Gas Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Kitchen/Dining Combo, Study/Library,","3,887",TX,,2,12x11,Victorian,Houston Heights View subdivision price trend,HOUSTON HEIGHTS,,,,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2012   / Builder,77008.0,595ae282e2bac8061c1708d1,,,
284,2017-06-08,2017-06-08,1,484900,484900,0,0.0,0.0,http://www.har.com/1340-w-25th/sale_77164561,,17X17,,13X11,,12X11,,,Automatic Gate,1340 W 25th,,No,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  & 1Half Bath(s),,3 - 4 Bedroom(s),,"3,064285(m_)  /Appraisal",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,,,11X11,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, Energy Star Appliances, High-Efficiency HVAC, North/South Exposure, Tankless/On-Demand H2O Heater","Fully Fenced, Patio/Deck, Satellite Dish, Controlled Subdivision Access, Back Yard, Porch, Back Yard Fenced, Rooftop Deck, Rooftop Deck","Cement Board, Stone & Wood, Stucco",,19X14,"Cash Sale, Conventional",,"Wood, Carpet",,Pier & Beam,North,21X17,,"Auto Driveway Gate, Auto Garage Door Opener",2 / Attached,Yes,Central Gas,245.0,942.0,,,"Alarm System - Owned, Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",452T,13X10,LT 1 BLK 1 SHADY ACRES CREST,Exclusive Right to Sell/Lease,484900.0,For Sale,,,Subdivision Lot,"2,769 Sqft.257(m_)  /Appraisal District",77164561 (HAR),,$ 1630 / ANNUALLY,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,Yes/$175/Transfer Fee,Convection Oven,,,,,0.0184,No,,Single Family,,Gas Cooktop,Composition,"Breakfast Room, Gameroom Up, Family Room,",,TX,,3,,"Traditional, Mediterranean",Shady Acres Crest,,2.5286,"$12,135/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,8X7,,,"Public Sewer, Public Water",2013   / Appraisal District,77008.0,5933372ee2bac83b34e5308e,,,
285,2017-06-22,2017-06-22,1,265000,265000,0,0.0,0.0,http://www.har.com/135-n-maplewood-st/sale_3126419,,,,,,,,,,135 N Maplewood St,,,1.63,3.03,,,,,,,,,,,,,,"2,434226(m_)  /Appraisal District",,Houston,,,,Central Electric,,Harris County,77011.0,,,,,,,,,,,,,,,,,,,,,Central Electric,,,,,,494P,,TRS 1 & 2 BLK 2 SUBURBAN PARK,Exclusive Right to Sell/Lease,265000.0,For Sale,,,,"4,515 Sqft.419(m_)  /Appraisal District",3126419 (HAR),,No,East End Revitalized,,,,,"$102,273",$0.00,"5,000",,"1,088",1939.0,,,,,$72 - $220 K,,No/$0,,,,,,0.0364,,,Multi-Family,,,Composition,,32,TX,,2,,,Suburban Park View subdivision price trend,SUBURBAN PARK,2.67856,"$4,141/2016",,,,,,,,,,,,,,,,,,,1939   / Appraisal District,77011.0,5933372ee2bac83b34e52c7d,,,
286,2017-08-02,2017-08-02,1,317900,317900,0,0.0,0.0,http://www.har.com/136-e-37th-st/sale_43597104,,19X18,,12X11,,12X11,,,,136 E 37th St,,No,1.22,2.37,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,032189(m_)  /Builder",,Houston,,"Gas Dryer Connections, Washer Connections",,Central Electric,,Harris County,77018.0,30X18,,Yes,Yes,Ceiling Fans,"Fully Fenced, Patio/Deck, Back Yard Fenced","Brick Veneer, Cement Board",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,,,,,2 / Attached,No,Central Gas,,,,,"High Ceiling, Island Kitchen, Prewired for Alarm System",453N,16x12,LTS 149 & 150 SABAYRAC,Exclusive Right to Sell/Lease,312700.0,For Sale,16X14,,Subdivision Lot,"2,500 Sqft.232(m_)  /Survey",43597104 (HAR),,No/$0,Northwest Houston,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$63,051",$0.00,"6,000",,956,1940.0,Yes,,,,$38 - $93 K,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"1 Living Area, Breakfast Room, Den, Kitchen/Dining Combo, Family Room,",42,TX,,2,,Contemporary/Modern,Sabayrac View subdivision price trend,SABAYRAC,2.53516,$988/2015,,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77018.0,5933372ee2bac83b34e52d00,,,
287,2017-06-15,2017-06-15,1,359500,359500,0,0.0,0.0,http://www.har.com/1361-studer-st/sale_51024479,,15x13,,13x11,,,,,,1361 Studer St,,No,2.43,2.85,,,,,,,,,,2 Full  & 1Half Bath(s),,2 Bedroom(s),,"1,688157(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,granite,Harris County,77007.0,14x13,,Yes,Yes,"Ceiling Fans, Digital Program Thermostat",,"Stone, Stucco",,,,,Wood,,Slab,,,,,2 / Attached,Yes,Central Gas,,,,,"Breakfast Bar, Dry Bar, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",492G,11x8,LT 30 BLK 1 MEMORIAL PARK VILLAGE TWO PAR R/P,Exclusive Right to Sell/Lease,359500.0,For Sale,20x19,,Corner,"1,891 Sqft.176(m_)  /Appraisal District",51024479 (HAR),,$ 1280 / ANNUALLY,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower",,"$331,029",,"1,953",$199.14,"1,663",2006.0,Yes,,,,$318 - $384 K,,Yes/$125/transfer,"Freestanding Oven, Gas Oven",,,,,0.0159,No,,Single Family,,"Freestanding Range, Gas Cooktop",Composition,"Den, Gameroom Down, Living/Dining Combo,",98,TX,,2,,Traditional,Memorial Park Pt Village 02 View subdivision price trend,MEMORIAL PARK VILLAGE,2.5285599999999997,"$8,026/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2007   / Appraisal District,77007.0,5933372ee2bac83b34e52dd1,,,
288,2017-07-26,2017-07-26,1,359500,359500,0,0.0,0.0,http://www.har.com/1361-studer-st/sale_87088093,,15x13,,13x11,,,,,Automatic Gate,1361 Studer St,,No,2.43,2.85,,,,,,,,,,2 Full  & 1Half Bath(s),,2 Bedroom(s),,"1,688157(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,granite,Harris County,77007.0,14x13,,Yes,Yes,"Ceiling Fans, Digital Program Thermostat","Patio/Deck, Controlled Subdivision Access, Back Yard Fenced",Stucco,,,,,Wood,,Slab,,,,,2 / Attached,Yes,Central Gas,,,,,"High Ceiling, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",492G,11x8,LT 30 BLK 1 MEMORIAL PARK VILLAGE TWO PAR R/P,Exclusive Right to Sell/Lease,359500.0,For Sale,20x19,,Corner,"1,891 Sqft.176(m_)  /Appraisal District",87088093 (HAR),,$ 1280 / ANNUALLY,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower",,"$331,029",,"1,953",$199.14,"1,663",2006.0,Yes,,,,$318 - $384 K,,Yes/$125/transfer,Freestanding Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Gameroom Down, Kitchen/Dining Combo, Living/Dining Combo, Living Area - 2nd Floor,",98,TX,,2,,Traditional,Memorial Park Pt Village 02 View subdivision price trend,MEMORIAL PARK VILLAGE,2.5285599999999997,"$8,026/2016",,,,,,,,,,,,,,,,,,Public Water,2007   / Appraisal District,77007.0,594327d1e2bac8216c4db0cd,,,
289,2017-07-28,2017-07-28,1,346900,346900,0,0.0,0.0,http://www.har.com/1373-studer-st/sale_54448142,,15X13,,12X10,,,,,,1373 Studer St,,No,2.43,2.85,,,,,,,,,,2 Full  & 1Half Bath(s),,2 Bedroom(s),,"1,648153(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77007.0,17X13,15X7,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Insulation - Batt",,"Brick & Wood, Cement Board, Stone",,,,,"Concrete, Wood",,Slab,,,,"Additional Parking, Auto Garage Door Opener",2 / Attached,Yes,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, Dry Bar, High Ceiling, Prewired for Alarm System, Refrigerator Included, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",492G,11X8,LT 33 BLK 1 MEMORIAL PARK VILLAGE TWO PAR R/P,Exclusive Right to Sell/Lease,346900.0,For Sale,19X13,,Subdivision Lot,"1,923 Sqft.179(m_)  /Appraisal District",54448142 (HAR),,$ 1385 / ANNUALLY,Rice Military/Washington Corridor,,,Master Bath + Separate Shower,,"$331,029",,"1,953",$199.14,"1,663",2006.0,Yes,,,,$318 - $384 K,,Yes/$$150,"Freestanding Oven, Gas Oven",,,,,0.0,No,,Single Family,,Gas Range,Composition,"Den, Living/Dining Combo",98,TX,,2,,Traditional,Memorial Park Pt Village 02 View subdivision price trend,MEMORIAL PARK VILLAGE,2.5285599999999997,"$8,218/2016",,,,,,,,,,,,,,Utility Room 1st Floor,,,,"Public Sewer, Public Water",2007   / Appraisal District,77007.0,5933372ee2bac83b34e52d83,,,
290,2017-06-11,2017-06-11,1,175000,175000,0,0.0,0.0,http://www.har.com/138-e-31st-1_2-st/sale_18473594,,10x10,,10x9,,,,,,138 E 31st 1/2 St,,,1.04,2.26,,,,,,,,,,1 Full  Bath(s),,2 Bedroom(s),,"1,176109(m_)  /Appraisal District",,Houston,,Washer Connections,,Other Cooling,,Harris County,77018.0,,,,,,,Wood,,,Cash Sale,,,,Block & Beam,North,,,,2 / Detached,No,Other Heating,,,,,,453N,10X13,LTS 55 & 56 STARKWEATHER,Exclusive Right to Sell/Lease,175000.0,For Sale,10X13,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",18473594 (HAR),,No/$0,Northwest Houston,,,,,"$53,852",$0.00,"5,000",,"1,044",1930.0,,,,,$40 - $81 K,,No/$0,,,,,,0.0,No,,Single Family,,Gas Range,Composition,,24,TX,,1,,Traditional,Starkweather View subdivision price trend,STARKWEATHER,2.5285599999999997,"$1,419/2016",,,,,,,,,,,,,,Utility Rm in Garage,,,,"Public Sewer, Public Water",1925   / Appraisal District,77018.0,5933372ee2bac83b34e52c1c,,,
291,2017-07-12,2017-07-12,1,339000,339000,0,0.0,0.0,http://www.har.com/1388-studer-st/sale_68075468,,14x13,,12x10,,,,,Automatic Gate,1388 Studer St,,No,2.43,2.85,,,,,,,,,,2 Full  Bath(s),,2 Bedroom(s),,"1,635152(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77007.0,17x14,11x7,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC","Patio/Deck, Controlled Subdivision Access, Back Green Space, Back Yard Fenced","Cement Board, Stone, Stucco",,,"Cash Sale, Conventional",,"Tile, Wood, Carpet",,Slab,East,,,"Auto Garage Door Opener, Double-Wide Driveway",2 / Attached,Yes,Central Gas,,,,,"Breakfast Bar, High Ceiling, Prewired for Alarm System, Refrigerator Included, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",492G,11x9,LT 5 BLK 1 MEMORIAL PARK VILLAGE,Exclusive Right to Sell/Lease,347000.0,For Sale,19x13,,Subdivision Lot,"1,876 Sqft.174(m_)  /Appraisal District",68075468 (HAR),,$ 1385 / ANNUALLY,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$331,029",,"1,953",$199.14,"1,663",2006.0,Yes,,,,$318 - $384 K,,Yes/$200/Transfer Fee,"Gas Oven, Single Oven",,,,,0.0,No,,Single Family,,Gas Range,Composition,"Gameroom Down, Family Room",98,TX,,2,,Traditional,Memorial Park Village View subdivision price trend,MEMORIAL PARK VILLAGE,2.5285599999999997,"$7,927/2016",,,,,,,,,,,,,,Utility Room 1st Floor,,,,"Public Sewer, Public Water",2005   / Appraisal District,77007.0,5933372ee2bac83b34e52d84,,,
292,2017-07-13,2017-07-13,1,160000,160000,0,0.0,0.0,http://www.har.com/140-n-milby-st/sale_31124719,2.0,,1.0,,,,,,,140 N Milby St,,,1.0,2.18,,,,,,,,,,,,,,"2,016187(m_)  /Appraisal District",,Houston,,,,Window Units,,Harris County,77003.0,,,No,No,,,,,,"Cash Sale, Investor",,"Tile, Carpet",,,,,,,,,Other Heating,,,,,,494P,,LT 5 BLK 1 SHANNON,Exclusive Right to Sell/Lease,170000.0,For Sale,,,,"4,500 Sqft.418(m_)  /Appraisal District",31124719 (HAR),,No,East End Revitalized,,,,,"$84,620",$0.00,"4,477",,936,1925.0,No,,,,$64 - $110 K,,No/$0,,,,,,0.2444,,,Multi-Family,,,Composition,,11,TX,,1,,,Shannon View subdivision price trend,SHANNON,2.6851599999999998,"$2,625/2015",,10X10,,,10X10,,,,10X10,,,,,,,,,,1935   / Appraisal District,77003.0,5933372ee2bac83b34e52c1b,,,
293,2017-08-25,2017-08-25,1,385000,385000,0,0.0,0.0,http://www.har.com/1401-glenmore-forest-st/sale_44442504,,11x11,,10x10,,10x10,,,,1401 Glenmore Forest St,,,2.3,3.17,"$1,898",$1.11,"$450,065",,$188.67,,"2,316",,,1 Full  Bath(s),,3 Bedroom(s),,"1,350125(m_)  /Appraisal District",,Houston,,,,Central Electric,,Harris County,,,,,,,,Wood,,,"Cash Sale, Conventional, VA",,,,Slab,,,,,1 / Attached,No,Central Gas,244.0,818.0,,,,451W,,LT 10 GLENMORE FOREST ANNEX U/R ABST 766 W TROTT,Exclusive Right to Sell/Lease,385000.0,For Sale,,,Corner,"8,600 Sqft.799(m_)  /Appraisal District",44442504 (HAR),,No/$0,Spring Branch,Spring Branch,,,,,,,,,,,,,,,,No/$0,,,,,,0.0939,No,,Single Family,,,Composition,,,TX,,1,,Traditional,Glenmore,,2.6161,"$5,370/2016",,,,,,,,,,,,,,,,,,Public Water,1955   / Appraisal District,77055.0,598fc98ae2bac82858473b73,,,
294,2017-06-19,2017-06-19,1,369000,369000,0,0.0,0.0,http://www.har.com/1403-sylvester/sale_39637363,,17x13,,11x10,,17x10,,,,1403 Sylvester,,Yes,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  Bath(s),,3 Bedroom(s),,"2,034189(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,,Harris County,,,10x13,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, HVAC>13 SEER","Partially Fenced, Sprinkler System",Cement Board,,16x16,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood",,Slab,,,,Porte-Cochere,2 / Attached,No,Central Gas,245.0,942.0,,,"Breakfast Bar, High Ceiling, Island Kitchen, Prewired for Alarm System, Fire/Smoke Alarm",,12x13,Lot 1 Blk 1 Eastman Landing,Exclusive Right to Sell/Lease,369000.0,For Sale,,,"Corner, Subdivision Lot",,39637363 (HAR),,No/$0,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,Convection Oven,,,,,0.0,No,,Single Family,,Gas Cooktop,Built Up,"Kitchen/Dining Combo, Living/Dining Combo, Study/Library, Living Area - 2nd Floor, Family Room,",,TX,,3,12x10,Contemporary/Modern,Eastman Landing,,,,,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2017   / Builder,77009.0,5933372ee2bac83b34e52dfa,,,
295,2017-06-16,2017-06-16,1,350000,350000,0,0.0,0.0,http://www.har.com/1403-w-26th-st/sale_59775704,,21X13,,13X14,,14X12,,,,1403 W 26th St,,No,2.43,2.52,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,022188(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77008.0,,,Yes,Yes,Ceiling Fans,"Fully Fenced, Patio/Deck, Back Yard, Back Green Space, Back Yard Fenced",Cement Board,13X7,,"Cash Sale, Conventional, VA",,"Tile, Wood, Carpet",,Slab,West,,,Auto Garage Door Opener,1 / Attached,Yes,Central Gas,,,,,"Breakfast Bar, Drapes/Curtains/Window Cover",,12X9,LT 2 BLK 1 West 26th Street T/H,Exclusive Right to Sell/Lease,359000.0,For Sale,19X13,,Subdivision Lot,"2,930 Sqft.272(m_)  /Appraisal District",59775704 (HAR),,$ 1050 / ANNUALLY,Heights/Greater Heights,,,Tub with Shower,,"$303,416",$0.00,"2,511",,"1,818",2003.0,Yes,,,,$265 - $348 K,,No/$0,Gas Oven,,,,,0.0427,No,,Single Family,,Gas Range,Composition,"1 Living Area, Loft, Study/Library, Sun Room,",21,TX,,3,,Traditional,Shady Acres View subdivision price trend,WEST TWENTY SIXTH STREET TOWNH,,,,,,,,,,,,,,,,Utility Room 2nd Floor,6X3,,,"Public Sewer, Public Water",2002   / Appraisal District,77008.0,5933372ee2bac83b34e52dc8,,,
296,2017-08-22,2017-08-22,1,325000,325000,0,0.0,0.0,http://www.har.com/1405-glenmore-forest-st/sale_16478582,,14x11,,13x11,,12x11,11x7,,,1405 Glenmore Forest St,,,2.3,3.17,"$1,898",$1.11,"$450,065",,$188.67,,"2,316",,,1 Full  Bath(s),,3 - 4 Bedroom(s),,"1,420132(m_)  /Appraisal District",,Houston,,,,Central Electric,,Harris County,,,,,,,,Wood,,,Cash Sale,,,,Slab,,,,,2 / Detached,No,Central Gas,244.0,818.0,,,,451W,20x9,LT 9 GLENMORE FOREST ANNEX U/R ABST 766 W TROTT,Exclusive Right to Sell/Lease,350000.0,For Sale,25x13,,Subdivision Lot,"7,597 Sqft.706(m_)  /Appraisal District",16478582 (HAR),,No/$0,Spring Branch,Spring Branch,,,,,,,,,,,,,,,,No/$0,,,,,,0.125,No,,Single Family,,,Composition,,,TX,,1,,Other Style,Glenmore Forest Annex,,2.6161,"$7,470/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1955   / Appraisal District,77055.0,598fc98ae2bac82858473b48,,,
297,2017-08-01,2017-08-01,1,405000,405000,0,0.0,0.0,http://www.har.com/1405-prince-st--a/sale_6720759,,15x13,,15x10,,11x11,,,,1405 Prince St  A,,No,2.47,2.9,,,,,,,,,,2 Full  & 1Half Bath(s),,3 Bedroom(s),,"2,634245(m_)  /Appraisal District",,Houston,No,,,Central Electric,,Harris County,77008.0,,17x10,Yes,Yes,"Attic Vents, Ceiling Fans, Digital Program Thermostat","Patio/Deck, Back Yard",Brick Veneer,,,"Cash Sale, Conventional, VA",1 / Gaslog Fireplace,"Tile, Carpet",,Slab,East,21x12,,,2 / Attached,,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Fire/Smoke Alarm",452Y,,LT 480 HOUSTON HEIGHTS ANNEX,Exclusive Right to Sell/Lease,405000.0,For Sale,21x14,,,"2,500 Sqft.232(m_)  /Appraisal District",6720759 (HAR),,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$384,615",,"2,525",$196.42,"1,972",2005.0,Yes,,,,$247 - $470 K,,No/$0,Electric Oven,,,,,0.0,No,,Townhouse / Condo,,Gas Cooktop,Composition,"Formal Dining, Gameroom Up",521,TX,,2,,Traditional,Houston Heights Anx View subdivision price trend,HOUSTON HEIGHTS ANNEX,2.5285599999999997,"$9,891/2016",A,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",2009   / Appraisal District,77008.0,5971454be2bac83110bfef0d,,,
298,2017-06-12,2017-06-12,1,349900,349900,0,0.0,0.0,http://www.har.com/1405-sylvester/sale_42451676,,17X13,,11x10,,17x10,,,,1405 Sylvester,,,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3 Full  Bath(s),,3 Bedroom(s),,"2,034189(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Marble,Harris County,,,10x13,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances","Partially Fenced, Sprinkler System",Cement Board,,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Marble Floors",,Slab,East,,,Auto Garage Door Opener,2 / Attached,No,Central Gas,245.0,942.0,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm",,12x13,Lot 2 Blk 1,Exclusive Right to Sell/Lease,349900.0,For Sale,16x16,,Subdivision Lot,"1,590 Sqft.148(m_)  /Appraisal District",42451676 (HAR),,No/$0,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,,,,,,,Yes,,,,,,No/$0,"Convection Oven, Gas Oven",,,,,0.0,No,,Single Family,,"Freestanding Range, Gas Range",Built Up,"1 Living Area, Kitchen/Dining Combo, Living/Dining Combo, Study/Library, Living Area - 2nd Floor,",,TX,,3,12x10,Contemporary/Modern,Eastman Landing,,,,,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2016   / Builder,77009.0,5933372ee2bac83b34e52d91,,,
299,2017-07-10,2017-07-10,1,426200,426200,0,0.0,0.0,http://www.har.com/1406-asbury-st/sale_89206144,,17X14,,12X10,,12X10,,,,1406 Asbury St,,,2.74,2.8,,,,,,,,,,2 Full  Bath(s),,3 Bedroom(s),,"2,340217(m_)  /Appraisal District",,Houston,No,,,Central Electric,GRANITE,Harris County,77007.0,,,Yes,Yes,Ceiling Fans,Back Yard Fenced,Stucco,,,"Cash Sale, Conventional, FHA, VA",,"Concrete, Wood",,Slab,,,,,2 / Attached,No,Central Gas,,,,,"Breakfast Bar, Dryer Included, High Ceiling, Island Kitchen, Refrigerator Included, Washer Included",492G,,LT 20 BLK 9 WOODCREST,Exclusive Right to Sell/Lease,429000.0,For Sale,,,Patio Lot,"2,500 Sqft.232(m_)  /Appraisal District",89206144 (HAR),,No/$0,Rice Military/Washington Corridor,,,Double Sinks,,"$397,733",,"2,725",$198.25,"2,294",2005.0,Yes,,,,$302 - $600 K,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,1 Living Area,170,TX,,2,,Traditional,Woodcrest View subdivision price trend,WOODCREST,2.5285599999999997,"$9,232/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2005   / Appraisal District,77007.0,5933372ee2bac83b34e52f75,,,
