,Distinction,Home,Index_Rating,School,_id
11,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/3802-center-st/sale_62533397,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525932
12,[],http://www.har.com/4427-eigel-st/sale_17773594,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525933
13,[],http://www.har.com/4427-eigel-st/sale_17773594,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525934
14,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/4427-eigel-st/sale_17773594,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525935
15,[],http://www.har.com/1242-prince-st/sale_51060442,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Love Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525936
16,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/1242-prince-st/sale_51060442,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525937
17,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1242-prince-st/sale_51060442,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525938
18,['Science Distinction'],http://www.har.com/2210-saxon-dr/sale_98565361,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Stevens Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525939
19,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/2210-saxon-dr/sale_98565361,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",59891612e2bac8250852593a
20,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/2210-saxon-dr/sale_98565361,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",59891612e2bac8250852593b
21,[],http://www.har.com/5446-crooms-st/sale_11466386,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",59891612e2bac8250852593c
22,[],http://www.har.com/5446-crooms-st/sale_11466386,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",59891612e2bac8250852593d
23,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/5446-crooms-st/sale_11466386,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High  09  12  HOUSTON ISD
                  
                   
                ",59891612e2bac8250852593e
24,"['Math Distinction', 'Progress Distinction']",http://www.har.com/2855-rusk-st/sale_30209672,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lantrip Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",59891612e2bac8250852593f
25,[],http://www.har.com/2855-rusk-st/sale_30209672,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jackson Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525940
26,[],http://www.har.com/2855-rusk-st/sale_30209672,['Met Index 2'],"
                  Wheatley High School High  09  12  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525941
27,[],http://www.har.com/1208-tulane-st/sale_44741504,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Love Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525942
28,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/1208-tulane-st/sale_44741504,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525943
29,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1208-tulane-st/sale_44741504,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525944
30,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/901-redan/sale_52474141,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Travis Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525945
31,[],http://www.har.com/901-redan/sale_52474141,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525946
32,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/901-redan/sale_52474141,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525947
33,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1018-omar-st/sale_97689294,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Travis Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525948
34,[],http://www.har.com/1018-omar-st/sale_97689294,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",59891612e2bac82508525949
35,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1018-omar-st/sale_97689294,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",59891612e2bac8250852594a
36,[],http://www.har.com/531-westford/sale_90829248,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Herrera Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecb0
37,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/531-westford/sale_90829248,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Burbank Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecb1
38,"['Reading/ELA Distinction', 'Social Distinction']",http://www.har.com/531-westford/sale_90829248,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Houston Math Science And Technolog High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecb2
39,[],http://www.har.com/1319-idylwild-st/sale_16801629,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Browning Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecb3
40,[],http://www.har.com/1319-idylwild-st/sale_16801629,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecb4
41,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1319-idylwild-st/sale_16801629,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecb5
42,"['Math Distinction', 'Progress Distinction', 'Science Distinction']",http://www.har.com/4520-sharon-st/sale_73023584,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Henderson N Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecb6
43,"['Math Distinction', 'Progress Distinction']",http://www.har.com/4520-sharon-st/sale_73023584,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  McReynolds Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecb7
44,[],http://www.har.com/4520-sharon-st/sale_73023584,['Met Index 2'],"
                  Wheatley High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecb8
45,[],http://www.har.com/4410-moore-st/sale_50864514,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Looscan Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecb9
46,[],http://www.har.com/4410-moore-st/sale_50864514,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Marshall Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecba
47,[],http://www.har.com/4410-moore-st/sale_50864514,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Davis High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecbb
48,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/2902-houston-ave/sale_67949344,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Travis Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecbc
49,[],http://www.har.com/2902-houston-ave/sale_67949344,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecbd
50,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/2902-houston-ave/sale_67949344,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecbe
51,"['Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/3115-heritage-creek-oaks/sale_25961752,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Sinclair Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecbf
52,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/3115-heritage-creek-oaks/sale_25961752,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecc0
53,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/3115-heritage-creek-oaks/sale_25961752,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecc1
54,[],http://www.har.com/2213-sandman-st/sale_25269421,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Love Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecc2
55,[],http://www.har.com/2213-sandman-st/sale_25269421,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecc3
56,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/2213-sandman-st/sale_25269421,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecc4
57,[],http://www.har.com/5939-kansas-st/sale_41035774,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecc5
58,[],http://www.har.com/5939-kansas-st/sale_41035774,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecc6
59,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/5939-kansas-st/sale_41035774,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecc7
60,[],http://www.har.com/748-w-16th--a/sale_57687734,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Love Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecc8
61,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/748-w-16th--a/sale_57687734,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecc9
62,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/748-w-16th--a/sale_57687734,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecca
63,"['Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1125-beall-landing-ct/sale_99481027,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Sinclair Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058eccb
64,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/1125-beall-landing-ct/sale_99481027,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058eccc
65,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/1125-beall-landing-ct/sale_99481027,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058eccd
66,"['Math Distinction', 'Reading/ELA Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/1020-e-16th-st/sale_65683354,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Field Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecce
67,[],http://www.har.com/1020-e-16th-st/sale_65683354,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058eccf
68,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1020-e-16th-st/sale_65683354,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecd0
69,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/1415-holly-st--b/sale_68028071,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Crockett Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecd1
70,[],http://www.har.com/1415-holly-st--b/sale_68028071,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecd2
71,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/1415-holly-st--b/sale_68028071,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecd3
72,[],http://www.har.com/505-woodard-st/sale_46170909,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jefferson Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecd4
73,[],http://www.har.com/505-woodard-st/sale_46170909,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Marshall Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecd5
74,[],http://www.har.com/505-woodard-st/sale_46170909,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Davis High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecd6
75,"['Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/2610-madeline-grove-dr/sale_59694314,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Sinclair Elementary School Elementary  EE  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecd7
76,"['Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/2610-madeline-grove-dr/sale_59694314,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hamilton Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecd8
77,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/2610-madeline-grove-dr/sale_59694314,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecd9
78,[],http://www.har.com/5304-feagan-st/sale_48238479,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecda
79,[],http://www.har.com/5304-feagan-st/sale_48238479,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecdb
80,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Social Distinction', 'Post Secondary Distinction']",http://www.har.com/5304-feagan-st/sale_48238479,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lamar High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecdc
81,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/712-wendel-st/sale_11661434,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Travis Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecdd
82,[],http://www.har.com/712-wendel-st/sale_11661434,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecde
83,"['Math Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'Post Secondary Distinction']",http://www.har.com/712-wendel-st/sale_11661434,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Heights High School High  09  12  HOUSTON ISD
                  
                   
                ",598a517ae2bac83d4058ecdf
84,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction', 'Post Secondary Distinction']",http://www.har.com/4113-ella-blvd/sale_18081632,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Oak Forest Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc171
85,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/4113-ella-blvd/sale_18081632,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc172
86,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/4113-ella-blvd/sale_18081632,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc173
87,"['Math Distinction', 'Progress Distinction']",http://www.har.com/1322-hussion-st/sale_15479284,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Lantrip Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc174
88,[],http://www.har.com/1322-hussion-st/sale_15479284,"['Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Jackson Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc175
89,['Science Distinction'],http://www.har.com/1322-hussion-st/sale_15479284,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Austin High School High  09  12  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc176
90,['Science Distinction'],http://www.har.com/2222-wakefield-dr/sale_45610500,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Stevens Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc177
91,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/2222-wakefield-dr/sale_45610500,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc178
92,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/2222-wakefield-dr/sale_45610500,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc179
93,['Science Distinction'],http://www.har.com/4214-glebe-rd/sale_44570148,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Stevens Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc17a
94,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Post Secondary Distinction']",http://www.har.com/4214-glebe-rd/sale_44570148,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Black Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc17b
95,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/4214-glebe-rd/sale_44570148,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc17c
96,[],http://www.har.com/5445-kansas/sale_22828905,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Memorial Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc17d
97,[],http://www.har.com/5445-kansas/sale_22828905,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Hogg Middle School Middle  06  08  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc17e
98,"['Math Distinction', 'Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction', 'GAP Distinction']",http://www.har.com/5445-kansas/sale_22828905,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Waltrip High School High  09  12  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc17f
99,"['Progress Distinction', 'Reading/ELA Distinction', 'Science Distinction']",http://www.har.com/510-w-28th-st/sale_58128466,"['Met Index 1', 'Met Index 2', 'Met Index 3', 'Met Index 4']","
                  Helms Elementary School Elementary  PK  05  HOUSTON ISD
                  
                   
                ",598ba2d6e2bac803080dc180
