,End_Price,Start_Price,Start_Dt,count,End_Dt,Price_Change,Price_Change_Pct,Time_Change,Page_Link,1 Bdr ,1st Bed,2 Bdr ,2nd Bed,3 Bdr ,3rd Bed,4th Bed,5th Bed,Access,Address,Appliances,Area Pool,Average Baths,Average Bedrooms,Average Lease,Average LeaseSquare Ft,Average List Price,Average Price,Average PriceSquare Ft,Average Rent,Average Square Ft,Average Year Built,Bath,Baths,Bedroom,Bedrooms,Breakfast,Building Sqft,Carport Description,City,Compactor,Connection,Controlled Access,Cooling,Countertop,County,County  Zip Code,Den,Dining,Dishwasher,Disposal,Energy Feature,Exterior,Exterior Type,Extra Room,Family Room,Finance Avail,Fireplace,Floors,Foreclosure,Foundation,Front Door,Game Room,Garage Apartment,Garage Carport,Garages,HOA Mandatory,Heating,Home For Lease,Home For Sales,Homes for Lease,Homes for Sale,Interior,Key Map,Kitchen,Legal Description,List Type,Listing Price,Listing Status,Living,Loft,Lot Description,Lot Size,MLS,Maint Fee Includes,Maintenance Fee,Market Area,Market Area Name,Market Value,Master Bath Description,Media Room,Median Appraised Value,Median Appraised Value  Square ft,Median Lot Square Ft,Median Price  Square ft,Median Square Ft,Median Year Built,Microwave,MultiFamily Description,Name,Neighborhood,Neighborhood Value Range,New Construction,Other Fees,Oven,Parking,Parking Space,Parking Unit,Price Range,Price_Reduced,Private Pool,Private Pool Desc,Property Type,QuartersGuest House,Range,Roof,Room Description,Single Family Properties,State,Status,Stories,StudyLibrary,Style,Subdivision,Subdivision Name,Tax Rate,Taxes wo Exemp,Unit No,Unit1 Bed,Unit1 Kitchen,Unit1 Living,Unit2 Bed1,Unit2 Bed2,Unit2 Kitchen,Unit2 Living,Unit3 Bed1,Unit3 Bed2,Unit3 Bed3,Unit3 Kitchen,Unit3 Living,Utility Room Desc,Utility Room Dim,WasherDryer Conn,Water Amenity,Water Sewer,Year Built,Zip Code,_id,author,null,text,End_Price_abbrev,bins,Area_Median_Appraised_Value,Area_Median_Appraised_Value_abbrev,zip_str,address_full,walk_score,transit_score,bike_score,grocery_store_count,school_distinction_count,school_index4_count,zip_violent_crimes,zip_non_violent_crimes,total_crimes,flood_plain_type,flood_plain_yes,property_type_sf,property_type_th,maintenance_fee,maintenance_fee_timing,maintenance_fee_annual,maintenance_fee_annual_abbrev,year_built,year_built_source,tax_rate,lot_size,lot_size_abbrev,building_sqft_clean,building_sqft_clean_abbrev,stories,construction_lived_in_unfinished,hoa_mandatory_yes,ext_cement,ext_wood,ext_synth,ext_stucco,ext_vinyl,ext_brick,ext_asbes,ext_veneer,ext_stone,ext_aluminum,style_trad,style_geor,style_span,style_medi,style_vict,style_cont,style_french,style_col,style_eng,style_ranch,fnd_blocks,fnd_stilts,fnd_builders,fnd_beam,fnd_pier,fnd_slab,backyard_yes,outside_spa,fully_fenced_yes,patiodeck_yes,rooftop_yes,balcony_yes,garage_apt_yes,auto_garage_door_opener,private_pool_yes,roof_tile_slate,access_gate,bedrooms,bedrooms_low,bedrooms_high,bathroom_full,bathroom_half,1st Bed_x,1st Bed_y,1st Bed_sqft,2nd Bed_x,2nd Bed_y,2nd Bed_sqft,3rd Bed_x,3rd Bed_y,3rd Bed_sqft,Dining_x,Dining_y,Dining_sqft,Kitchen_x,Kitchen_y,Kitchen_sqft,Living_x,Living_y,Living_sqft,garage_spots,garage_attached,utility_room_in_house,guest_room_yes,game_room_yes,formal_room_yes,disposal_yes,dishwasher_yes,zoned_cooling_yes,central_cooling_no,zoned_heating_yes,cental_heating_no,hot_tub_yes,alarm_system_yes,wet_bar_yes,elevator_yes,refrigerator_yes,high_ceilings_yes,fireplace_yes,floor_wood,floor_concrete,floor_slate,floor_brick,floor_laminate,floor_marble,floor_stone,floor_carpet,floor_terrazo,floor_tile,floor_vinyl,master_bath_yes,master_double_sinks,master_tub_shower,master_tub_whirlpool,microwave_yes,oven_yes,oven_electric_yes,range_yes,gas_range_yes,insulated_yes,barrier_yes,thermostat_yes,hvac_yes,turbine_vent_yes
11,500000,500000,2017-07-26,1,2017-07-26,0,0.0,0.0,http://www.har.com/1009-st-charles/sale_34183141,,,,,,,,,,1009 St. Charles,,,2.06,2.57,"$1,706",$1.16,"$318,211",,$214.57,,"1,695",,,4  & 1,,3 Bedroom(s),,,,Houston,,,,Central Electric,mix,Harris County,,,,,,"Insulated/Low-E windows, Radiant Attic Barrier, High-Efficiency HVAC, Tankless/On-Demand H2O Heater, Other Energy Features",,Brick Veneer,,,,,,,Other,,,,Auto Garage Door Opener,2 / Attached,No,Central Gas,107.0,321.0,,,Alarm System - Owned,,,McKinney Place,Exclusive Right to Sell/Lease,500000.0,For Sale,,,Other,,34183141,,No/$0,East End Revitalized,East End Revitalized,,,,,,,,,,,,,,,,No/$0,,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,Gameroom Up,,TX,,4,,Other Style,McKinney Place,,,,,,,,,,,,,,,,,,,,,Public Sewer,,77003.0,5933372ee2bac83b34e530e3,,,,500.0,,,,77003,1009 St. Charles Houston 77003,,,,1.0,,,48.33333333333334,309.8333333333333,358.16666666666663,none,0.0,1,0,0.0,,0.0,0.0,,,,,,,,4.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3,,4.0, 1,,,,,,,,,,,,,,,,,,,2.0, Attached,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1,0
12,319000,319000,2017-08-20,1,2017-08-20,0,0.0,0.0,http://www.har.com/1010-e-temple-st/sale_44003509,,14x13,,11x10,,,,,,1010 E Temple St,,No,2.3,2.81,"$2,232",$1.44,"$587,044",,$264.47,,"2,298",,,2  & 1,,2 - 3 Bedroom(s),,"1,752163(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,"Central Electric, Zoned",Granite,Harris County,,,10x8,Yes,Yes,"Attic Vents, Ceiling Fans, Digital Program Thermostat, North/South Exposure","Screened Porch, Covered Patio/Deck","Brick & Wood, Cement Board",,,,,"Tile, Wood, Carpet",,Slab,,,,Auto Garage Door Opener,2 / Attached,No,"Central Gas, Zoned",271.0,952.0,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Fire/Smoke Alarm, Drapes/Curtains/Window Cover",453X,12x7,LT 3 BLK 1 TABOR ESTATES AMEND,Exclusive Right to Sell/Lease,334000.0,For Sale,26x18,,Subdivision Lot,"1,622 Sqft.151(m_)  /Appraisal District",44003509,,No/$0,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower, Whirlpool/Tub",,,,,,,,Yes,,,,,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Living/Dining Combo, Study/Library, Living Area - 2nd Floor,",,TX,,3,,Traditional,Tabor Estates Amd 1,,2.5285599999999997,"$7,803/2016",,,,,,,,,,,,,,Utility Rm in House,6x3,,,"Public Sewer, Public Water",2007   / Appraisal District,77009.0,5941d620e2bac8376c88c421,,,,319.0,"[1.5, 2.0)",,,77009,1010 E Temple St Houston 77009,,,,10.0,2.0,3.0,196.83333333333331,631.0,827.8333333333333,none,0.0,1,0,0.0,,0.0,0.0,2007.0, Appraisal District,2.52856,1622.0,1.622,1752.0,1.752,3.0,0.0,0.0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,2,3,2.0, 1,14.0,13.0,182.0,11.0,10.0,110.0,,,,10.0,8.0,80.0,12.0,7.0,84.0,26.0,18.0,468.0,2.0, Attached,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0,1
13,369900,369900,2017-06-10,1,2017-06-10,0,0.0,0.0,http://www.har.com/1010-studer-st/sale_74098643,,16x17,,12x12,,11x12,,,,1010 Studer St,"Electric Dryer Connection, Gas Dryer Connections, Washer Included, Dryer Included, Full Size, Refrigerator",No,3.27,2.93,,,,,,,,,,3  & 1,,3 Bedroom(s),,"2,398223(m_)  /Appraisal District",,Houston,No,,,"Central Electric, Zoned",Granite,Harris County,77007.0,,11x18,Yes,Yes,"Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC","Balcony, Back Yard","Brick Veneer, Other",,,"Cash Sale, Conventional, VA",,"Tile, Wood, Carpet",,Slab,North,,,,2 / Attached,,"Central Gas, Zoned",,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Refrigerator Included, Fire/Smoke Alarm, Tile, Drapes/Curtains/Window Cover",492G,,LT 4 BLK 1 CENTER STREET SQUARE,Exclusive Right to Sell/Lease,369900.0,For Sale,14x18,,On Corner,"1,721 Sqft.160(m_)  /Appraisal District",74098643,Exterior Building,$ 1050 / ANNUALLY,Rice Military/Washington Corridor,,,"Double Sinks, Master Bath Shower Only",,"$445,000",,"2,500",$197.44,"2,400",1999.0,Yes,,,,$278 - $725 K,,No/$0,Gas Oven,Auto Garage Door Opener,,,,0.0,No,,Townhouse / Condo,,Gas Range,Composition,"1 Living Area, Living/Dining Combo, Living Area - 2nd Floor,",341,TX,,3,,Traditional,Center Street Square View subdivision price trend,RICE MILITARY,2.53516,"$8,942/2015",,,,,,,,,,,,,,,,Yes,,"Public Sewer, Public Water",2005   / Appraisal District,77007.0,5933372ee2bac83b34e52e09,,,,369.9,"[2.0, 2.5)",445000.0,445.0,77007,1010 Studer St Houston 77007,82.0,42.0,65.0,7.0,1.0,3.0,71.16666666666667,1129.6666666666667,1200.8333333333335,none,0.0,0,1,1050.0,annual,1050.0,1.05,2005.0, Appraisal District,2.53516,1721.0,1.721,2398.0,2.398,3.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,3,,3.0, 1,16.0,17.0,272.0,12.0,12.0,144.0,11.0,12.0,132.0,11.0,18.0,198.0,,,,14.0,18.0,252.0,2.0, Attached,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,0
14,415000,415000,2017-06-29,1,2017-06-29,0,0.0,0.0,http://www.har.com/1010-w-24th-st-d/sale_60998925,,17x17,,14x12,,13x12,,,Driveway Gate,1010 W 24th St #D,,Yes,2.15,2.85,,,,,,,,,,3  & 1,,3 Bedroom(s),,"2,200204(m_)  /Seller",,Houston,,"Electric Dryer Connections, Washer Connections",,"Central Electric, Zoned",Stone,Harris County,77008.0,,12x10,Yes,Yes,"Ceiling Fans, Digital Program Thermostat, High-Efficiency HVAC","Patio/Deck, Back Green Space, Covered Patio/Deck","Cement Board, Stone, Stucco",,,"Cash Sale, Conventional, FHA, VA",,"Tile, Wood, Carpet",,Slab,,,,"Auto Driveway Gate, Auto Garage Door Opener",2 / Attached,Yes,"Central Gas, Zoned",,,,,"Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen",452U,15x14,LT 10 BLK 1 WEST TWENTY FOURTH LANDING,Exclusive Right to Sell/Lease,415000.0,For Sale,16x16,,Other,"1,559 Sqft.145(m_)  /Appraisal District",60998925,,$ 975 / ANNUALLY,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower",,"$336,743",,"7,685",$167.83,"1,368",1950.0,Yes,,,,$188 - $529 K,,Yes/$$75 Monthly/Water/Sewer/Trash Pickup,Gas Oven,,,,,0.0,No,,Single Family,,Gas Cooktop,Composition,"Formal Dining, Kitchen/Dining Combo, Living/Dining Combo, Living Area - 2nd Floor, Family Room,",449,TX,,3,,Traditional,Shady Acres View subdivision price trend,SHADY ACRES,2.5285599999999997,"$10,161/2016",,,,,,,,,,,,,,Utility Room 3rd Floor,7x6,,,"Public Sewer, Public Water",2013   / Appraisal District,77008.0,5941d620e2bac8376c88c429,,,,415.0,"[2.0, 2.5)",336743.0,336.743,77008,1010 W 24th St #D Houston 77008,,,,9.0,3.0,3.0,57.0,739.8333333333335,796.8333333333335,none,0.0,1,0,975.0,annual,975.0,0.975,2013.0, Appraisal District,2.52856,1559.0,1.559,2200.0,2.2,3.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3,,3.0, 1,17.0,17.0,289.0,14.0,12.0,168.0,13.0,12.0,156.0,12.0,10.0,120.0,15.0,14.0,210.0,16.0,16.0,256.0,2.0, Attached,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1,0
15,419000,419000,2017-06-16,1,2017-06-16,0,0.0,0.0,http://www.har.com/1010-w-24th-st-f/sale_71609348,,17x16,,16x11,,12x10,,,Automatic Gate,1010 W 24th St #F,,No,2.29,2.79,"$2,159",$1.45,"$583,801",,$264.28,,"2,291",,,3  & 1,,3 Bedroom(s),,"2,299214(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,,Harris County,,,16x10,Yes,Yes,"Attic Fan, Ceiling Fans","Sprinkler System, Covered Patio/Deck, Back Yard Fenced","Cement Board, Stone, Stucco",,,,,"Tile, Wood, Carpet",,Slab,North,,,"Additional Parking, Auto Garage Door Opener",2 / Attached,Yes,Central Gas,245.0,942.0,,,"Breakfast Bar, Dry Bar, High Ceiling, Island Kitchen, Fire/Smoke Alarm",452U,13x10,LT 12 BLK 1 WEST TWENTY FOURTH LANDING,Exclusive Right to Sell/Lease,419000.0,For Sale,20x16,,Subdivision Lot,"1,653 Sqft.154(m_)  /Appraisal District",71609348,,$ 975 / ANNUALLY,Heights/Greater Heights,Heights/Greater Heights,,"Double Sinks, Master Bath + Separate Shower",,,,,,,,Yes,,,,,,"Yes/$75/Water, Trash and Sewer",Gas Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Living/Dining Combo",,TX,,3,,Traditional,West 24th Lndg,,2.5285599999999997,"$9,609/2016",,,,,,,,,,,,,,Utility Room 3rd Floor,,,,"Public Sewer, Public Water",2013   / Appraisal District,77008.0,5933372ee2bac83b34e52f38,,,,419.0,"[2.0, 2.5)",,,77008,1010 W 24th St #F Houston 77008,,,,9.0,,,57.0,739.8333333333335,796.8333333333335,none,0.0,1,0,975.0,annual,975.0,0.975,2013.0, Appraisal District,2.52856,1653.0,1.653,2299.0,2.299,3.0,0.0,1.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3,,3.0, 1,17.0,16.0,272.0,16.0,11.0,176.0,12.0,10.0,120.0,16.0,10.0,160.0,13.0,10.0,130.0,20.0,16.0,320.0,2.0, Attached,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,1,0,1,0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
17,549750,549750,2017-06-18,1,2017-06-18,0,0.0,0.0,http://www.har.com/1012-archer-st/sale_80331144,,10x14,,10x13,,13x17,,,,1012 Archer St,,,1.69,2.71,,,,,,,,,,2 ,,3 Bedroom(s),,"1,883175(m_)  /Seller",,Houston,,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77009.0,,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star/CFL/LED Lights, High-Efficiency HVAC, Insulation - Blown Fiberglass, Insulation - Spray-Foam","Fully Fenced, Porch, Covered Patio/Deck, Back Yard Fenced",Cement Board,,,,,"Stone, Wood",,"Block & Beam, Slab",West,,,Auto Garage Door Opener,"2 / Oversized, Attached",No,Central Gas,,,,,"Alarm System - Owned, Breakfast Bar, High Ceiling, Island Kitchen",453X,,LT 1 BLK 62 BROOKE SMITH,Exclusive Right to Sell/Lease,554500.0,For Sale,,,Corner,"5,000 Sqft.465(m_)  /Appraisal District",80331144,,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$238,409",,"5,000",$236.32,"1,204",1926.0,Yes,,,,$154 - $445 K,,No/$0,Gas Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,,803,TX,,1,,Traditional,Brooke Smith View subdivision price trend,BROOKE SMITH,2.5285599999999997,"$9,636/2016",,,,,,,,,,,,,,Utility Rm in House,,,,"Public Sewer, Public Water",2017   / Appraisal District,77009.0,5933372ee2bac83b34e5316c,,,,549.75,"[1.5, 2.0)",238409.0,238.409,77009,1012 Archer St Houston 77009,67.0,56.0,50.0,10.0,1.0,3.0,196.83333333333331,631.0,827.8333333333333,none,0.0,1,0,0.0,,0.0,0.0,2017.0, Appraisal District,2.52856,5000.0,5.0,1883.0,1.883,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3,,2.0,,10.0,14.0,140.0,10.0,13.0,130.0,13.0,17.0,221.0,,,,,,,,,,2.0," Oversized, Attached",1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1,1
18,500000,500000,2017-07-21,1,2017-07-21,0,0.0,0.0,http://www.har.com/1012-e-7th-1_2-st/sale_7640424,,,,,,,,,,1012 E 7th 1/2 St,,,2.3,2.95,,,,,,,,,,2 ,,3 Bedroom(s),,"3,238301(m_)  /Appraisal District",,Houston,,,,Central Electric,,Harris County,77009.0,,,,,,,Wood,,,"Cash Sale, Conventional",,,,Block & Beam,,,,,,No,Central Gas,,,,,,493B,,LT 3 BLK 19 NORHILL,Exclusive Right to Sell/Lease,500000.0,For Sale,,,Subdivision Lot,"6,600 Sqft.613(m_)  /Appraisal District",7640424,,No/$0,Heights/Greater Heights,,,,,"$483,719",,"5,850",$355.31,"1,547",1926.0,,,,,$354 - $940 K,,No/$0,,,,,,0.0,No,,Single Family,,,Composition,,332,TX,,1,,Traditional,Norhill View subdivision price trend,NORHILL,2.5285599999999997,"$12,217/2016",,,,,,,,,,,,,,,,,,Public Sewer,1926   / Appraisal District,77009.0,5971454be2bac83110bfef15,,,,500.0,"[3.0, 3.5)",483719.0,483.719,77009,1012 E 7th 1/2 St Houston 77009,,,,10.0,2.0,3.0,196.83333333333331,631.0,827.8333333333333,none,0.0,1,0,0.0,,0.0,0.0,1926.0, Appraisal District,2.52856,6600.0,6.6,3238.0,3.238,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3,,2.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
19,485000,485000,2017-06-11,1,2017-06-11,0,0.0,0.0,http://www.har.com/1013-e-27th-st/sale_13667475,,21x15,,11x12,,11x12,,,Manned Gate,1013 E 27th St,,,1.99,2.7,,,,,,,,,,2  & 1,,3 Bedroom(s),,"2,590241(m_)  /Appraisal District",,Houston,No,Washer Connections,,Central Electric,Granite,Harris County,77009.0,,16x17,Yes,Yes,Ceiling Fans,Back Yard,Other,,,,,"Tile, Wood, Carpet",,Slab,South,15x12,,Auto Garage Door Opener,2 / Attached,No,Central Electric,,,,,Alarm System - Owned,,15x13,LT 21 BLK 24 SUNSET HEIGHTS,Exclusive Right to Sell/Lease,485000.0,For Sale,19x20,,Cleared,"3,000 Sqft.279(m_)  /Appraisal District",13667475,,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$294,575",,"6,000",$235.18,"1,248",1934.0,Yes,,,,$190 - $512 K,,No/$0,Gas Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"Formal Dining, Gameroom Up, Family Room,",635,TX,,2,,Traditional,Sunset Heights View subdivision price trend,SUNSET HEIGHTS,2.5285599999999997,"$10,114/2016",,,,,,,,,,,,,,Utility Room 2nd Floor,,,,"Public Sewer, Public Water",2013   / Appraisal District,77009.0,5933372ee2bac83b34e53091,,,,485.0,"[2.5, 3.0)",294575.0,294.575,77009,1013 E 27th St Houston 77009,59.0,44.0,59.0,10.0,3.0,3.0,196.83333333333331,631.0,827.8333333333333,500 year,1.0,1,0,0.0,,0.0,0.0,2013.0, Appraisal District,2.52856,3000.0,3.0,2590.0,2.59,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3,,2.0, 1,21.0,15.0,315.0,11.0,12.0,132.0,11.0,12.0,132.0,16.0,17.0,272.0,15.0,13.0,195.0,19.0,20.0,380.0,2.0, Attached,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0
20,429900,429900,2017-07-13,1,2017-07-13,0,0.0,0.0,http://www.har.com/1014-adele-st/sale_97767482,,17x19,,12x14,,11x12,,,,1014 Adele St,,No,1.99,2.7,,,,,,,,,,2  & 1,,3 Bedroom(s),,"2,398223(m_)  /Builder",,Houston,No,"Electric Dryer Connections, Washer Connections",,Central Electric,Marble,Harris County,77009.0,,,Yes,Yes,"Attic Vents, Insulated/Low-E windows, Ceiling Fans, Digital Program Thermostat, Energy Star Appliances, High-Efficiency HVAC, Insulation - Batt","Back Yard, Back Green Space, Back Yard Fenced","Stucco, Synthetic Stucco",,,"Cash Sale, Conventional, FHA",,"Tile, Wood",,Slab,,,,Auto Garage Door Opener,2 / Attached,No,Central Gas,,,,,"Breakfast Bar, Country Kitchen, High Ceiling, Island Kitchen, Fire/Smoke Alarm",,15x19,LT 2 BLK 1 DMM SQUARE,Exclusive Right to Sell/Lease,459900.0,For Sale,24x19,,Subdivision Lot,"2,500 Sqft.232(m_)  /Appraisal District",97767482,,No/$0,Heights/Greater Heights,,,"Double Sinks, Master Bath + Separate Shower, Master With Tub",,"$294,575",,"6,000",$235.18,"1,248",1934.0,Yes,,,,$190 - $512 K,,No/$0,Electric Oven,,,,,0.0,No,,Single Family,,Gas Range,Composition,"1 Living Area, Breakfast Room, Kitchen/Dining Combo, Living/Dining Combo, Family Room,",635,TX,,2,,Traditional,STUDE View subdivision price trend,SUNSET HEIGHTS,,,,,,,,,,,,,,,,Utility Rm in House,8x6,,,"Public Sewer, Public Water",2017   / Builder,77009.0,59348903e2bac8343056895c,,,,429.9,"[2.0, 2.5)",294575.0,294.575,77009,1014 Adele St Houston 77009,69.0,46.0,62.0,10.0,3.0,3.0,196.83333333333331,631.0,827.8333333333333,none,0.0,1,0,0.0,,0.0,0.0,2017.0, Builder,,2500.0,2.5,2398.0,2.398,2.0,0.0,0.0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,3,,2.0, 1,17.0,19.0,323.0,12.0,14.0,168.0,11.0,12.0,132.0,,,,15.0,19.0,285.0,24.0,19.0,456.0,2.0, Attached,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1,1
21,385000,385000,2017-08-02,1,2017-08-02,0,0.0,0.0,http://www.har.com/1014-e-16th-st/sale_92261588,,12x11,,12x11,,,,,,1014 E 16th St,,No,1.43,2.46,,,,,,,,,,1 ,,2 Bedroom(s),,"1,02295(m_)  /Appraisal District",,Houston,No,"Electric Dryer Connections, Gas Dryer Connections, Washer Connections",,Central Electric,Granite,Harris County,77009.0,,12x10,Yes,Yes,"Attic Fan, Ceiling Fans, Radiant Attic Barrier, Digital Program Thermostat, Insulation - Batt, North/South Exposure","Fully Fenced, Patio/Deck, Back Yard, Back Green Space, Detached Gar. Apt./Quarters, Porch",Wood,21x14,,"Cash Sale, Conventional",,"Tile, Wood",,Pier & Beam,North,,Yes,"Auto Driveway Gate, Auto Garage Door Opener",2 / Detached,No,Central Gas,,,,,"Alarm System - Owned, Dryer Included, Refrigerator Included, Washer Included",453X,15x12,LT 2 BLK 109 NORTH NORHILL,Exclusive Right to Sell/Lease,390000.0,For Sale,17x11,,Subdivision Lot,"5,000 Sqft.465(m_)  /Appraisal District",92261588,,No/$0,Heights/Greater Heights,,,,,"$366,857",,"5,000",$334.60,"1,185",1928.0,Yes,,,,$280 - $482 K,,No/$0,Gas Oven,,,,,0.0,No,,Single Family,Yes,Gas Range,Composition,Quarters/Guest House,530,TX,,1,,Traditional,North Norhill View subdivision price trend,NORTH NORHILL,2.5285599999999997,"$9,423/2016",,,,,,,,,,,,,,,,,,"Public Sewer, Public Water",1928   / Appraisal District,77009.0,5933372ee2bac83b34e52e93,,,,385.0,"[1.0, 1.5)",366857.0,366.857,77009,1014 E 16th St Houston 77009,77.0,46.0,61.0,10.0,4.0,6.0,196.83333333333331,631.0,827.8333333333333,none,0.0,1,0,0.0,,0.0,0.0,1928.0, Appraisal District,2.52856,5000.0,5.0,1022.0,1.022,1.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2,,1.0,,12.0,11.0,132.0,12.0,11.0,132.0,,,,12.0,10.0,120.0,15.0,12.0,180.0,17.0,11.0,187.0,2.0, Detached,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0
